iter	Logloss
156	0.0009404597691
157	0.0009286038919
158	0.0009178320803
159	0.0009040720826
160	0.0008941511204
161	0.0008810403343
162	0.0008713537611
163	0.0008630868474
164	0.000851407202
165	0.000843552796
166	0.0008367560811
167	0.0008292133872
168	0.0008200181856
169	0.0008114336227
170	0.000804942203
171	0.0007965645169
172	0.0007857958362
173	0.0007780598893
174	0.0007701699584
175	0.0007627044754
176	0.0007533851324
177	0.0007471609569
178	0.0007416436123
179	0.000734436685
180	0.000727268813
181	0.0007204092754
182	0.0007137105487
183	0.0007066664268
184	0.0006981454628
185	0.0006914354508
186	0.0006851316288
187	0.0006799665487
188	0.0006732706498
189	0.0006653271826
190	0.000659241035
191	0.0006592475016
192	0.0006532898952
193	0.0006532518407
194	0.0006458938527
195	0.0006458737034
196	0.0006458754493
197	0.0006458702308
198	0.0006458380747
199	0.0006421464955
200	0.000642167302
201	0.0006420918596
202	0.0006421076647
203	0.0006421081685
204	0.0006362114473
205	0.0006305200349
206	0.000630572172
207	0.000630572172
208	0.000630572172
209	0.0006305657187
210	0.0006236572671
211	0.0006236922356
212	0.0006236601055
213	0.0006236864505
214	0.0006236574909
215	0.0006235960357
216	0.0006185256309
217	0.0006161761193
218	0.0006161119971
219	0.0006161616387
220	0.0006161389793
221	0.0006160756327
222	0.000616161339
223	0.0006161381232
224	0.0006161148366
225	0.0006160582223
226	0.0006160970391
227	0.0006161384155
228	0.0006161234941
229	0.000616029739
230	0.0006160516564
231	0.0006160211811
232	0.0006160076649
233	0.0006160058824
234	0.0006159896113
235	0.000615988508
236	0.0006159904857
237	0.0006159855753
238	0.0006107231434
239	0.0006107158554
240	0.0006106615111
241	0.0006106940953
242	0.0006053891032
243	0.0006053729661
244	0.0006001298214
245	0.0006001991596
246	0.0006001695537
247	0.0005938127759
248	0.0005938396323
249	0.000593836929
250	0.0005938271079
251	0.000593788945
252	0.0005938228178
253	0.0005938398352
254	0.0005938289141
255	0.0005937923353
256	0.0005938193086
257	0.0005937859824
258	0.0005937977645
259	0.0005937853691
260	0.0005937970036
261	0.0005937887381
262	0.0005937510174
263	0.0005937481303
264	0.0005937229041
265	0.0005937202126
266	0.0005877943616
267	0.0005877928772
268	0.0005831838061
269	0.0005831653462
270	0.0005831114724
271	0.0005831437627
272	0.00058316682
273	0.0005773087485
274	0.0005773313911
275	0.000577326488
276	0.0005772381259
277	0.0005772356958
278	0.0005772216734
279	0.0005715392506
280	0.0005715162701
281	0.0005714875589
282	0.0005715505179
283	0.0005714857058
284	0.0005654972611
285	0.000565451871
286	0.0005654878316
287	0.0005654333922
288	0.0005654543318
289	0.0005654950362
290	0.0005654950362
291	0.0005654950362
292	0.0005654950362
293	0.0005654465747
294	0.0005596085138
295	0.0005596079989
296	0.0005596109254
297	0.0005596022417
298	0.0005596066891
299	0.0005596018321
300	0.0005595929826
301	0.0005595642115
302	0.0005595528739
303	0.0005595455068
304	0.0005594774515
305	0.0005594517919
306	0.0005594622956
307	0.0005594705174
308	0.000553712528
309	0.0005537244882
310	0.0005536722862
311	0.0005537515685
312	0.0005537542381
313	0.0005537225933
314	0.0005537225933
315	0.0005537446955
316	0.0005537446955
317	0.0005537446955
318	0.000553689857
319	0.0005536906452
320	0.0005536626428
321	0.0005536626428
322	0.0005536626428
323	0.0005536626428
324	0.0005537284287
325	0.0005536792777
326	0.0005537128923
327	0.0005537128923
328	0.0005537128923
329	0.0005536911438
330	0.0005536543506
331	0.0005495006852
332	0.0005495006852
333	0.0005452176878
334	0.0005452140283
335	0.0005451943349
336	0.0005452206135
337	0.0005452007378
338	0.0005452305645
339	0.0005452376907
340	0.000545187025
341	0.0005451891358
342	0.0005452192323
343	0.0005451488071
344	0.0005451584125
345	0.0005451572027
346	0.0005451129852
347	0.0005451301623
348	0.0005450904264
349	0.0005450702456
350	0.00054506248
351	0.0005450794108
352	0.0005450508581
353	0.0005450733289
354	0.0005450743365
355	0.0005450385141
356	0.0005450189542
357	0.0005450428715
358	0.0005450319063
359	0.0005449817949
360	0.0005449822877
361	0.0005449764702
362	0.0005449841486
363	0.0005449541166
364	0.0005449640453
365	0.0005450002436
366	0.0005449268804
367	0.0005449403178
368	0.0005449183194
369	0.0005449712364
370	0.0005449766565
371	0.0005449343444
372	0.0005449151991
373	0.0005448979329
374	0.0005449352218
375	0.0005449013561
376	0.0005448464483
377	0.0005448419057
378	0.0005448597194
379	0.0005448829165
380	0.0005448585211
381	0.0005448227858
382	0.0005448424782
383	0.0005448269252
384	0.0005448608101
385	0.0005448440832
386	0.0005448094567
387	0.0005448006019
388	0.0005448054416
389	0.0005448098965
390	0.0005447483058
391	0.0005447578176
392	0.0005447725383
393	0.0005447758377
394	0.0005447804097
395	0.0005447639441
396	0.0005447095618
397	0.000544735993
398	0.0005446607565
399	0.0005447402439
400	0.0005446863316
401	0.0005446933101
402	0.0005447027625
403	0.0005446907177
404	0.0005447053209
405	0.0005446936709
406	0.0005446460881
407	0.0005446242197
408	0.0005446246644
409	0.0005446084882
410	0.0005446176306
411	0.0005446052367
412	0.0005445924772
413	0.0005446213455
414	0.0005446119111
415	0.0005445993367
416	0.0005445867702
417	0.0005445785709
418	0.0005445811533
419	0.0005445740788
420	0.0005445681823
421	0.0005445483311
422	0.0005445248678
423	0.0005445592317
424	0.0005445248537
425	0.0005445213828
426	0.0005444994876
427	0.0005445092198
428	0.0005444968131
429	0.0005445005522
430	0.0005445115922
431	0.000544501623
432	0.0005444582222
433	0.0005444576981
434	0.0005444849685
435	0.0005444472348
436	0.0005444903377
437	0.0005444604374
438	0.0005444046432
439	0.000544440715
440	0.0005444257794
441	0.0005444058923
442	0.0005444063815
443	0.0005444016253
444	0.0005444021959
445	0.0005444124287
446	0.0005443846955
447	0.0005443692608
448	0.0005444180212
449	0.000544362129
450	0.0005444064661
451	0.0005443590964
452	0.0005443781415
453	0.000544358813
454	0.0005443837485
455	0.0005443674162
456	0.0005443390619
457	0.000544332118
458	0.0005443948094
459	0.0005443616317
460	0.0005443850768
461	0.0005443721533
462	0.0005443713726
463	0.0005443773208
464	0.0005443595909
465	0.0005443625772
466	0.0005443698021
467	0.0005443437486
468	0.0005443764345
469	0.0005443582772
470	0.0005443706374
471	0.0005443718829
472	0.0005443277636
473	0.000544332975
474	0.000544380487
475	0.0005443277656
476	0.0005443248818
477	0.000544334346
478	0.0005443497831
479	0.0005443491065
480	0.0005443153002
481	0.0005443103982
482	0.0005443296338
483	0.0005443444934
484	0.0005443538301
485	0.0005443125711
486	0.0005443487774
487	0.0005443512405
488	0.0005442892609
489	0.0005443189286
490	0.0005443280311
491	0.0005442904103
492	0.0005442840454
493	0.0005442595827
494	0.0005442936991
495	0.0005443011406
496	0.0005443082852
497	0.0005443131589
498	0.0005442710786
499	0.0005443005385
500	0.0005443011471
501	0.000544318903
502	0.0005442915681
503	0.0005443165801
504	0.0005442926775
505	0.0005442748246
506	0.0005442881973
507	0.0005442994673
508	0.0005442613957
509	0.0005442835616
510	0.0005442560109
511	0.0005442678088
512	0.0005442695279
513	0.0005442477022
514	0.0005443073748
515	0.0005442645229
516	0.0005442916493
517	0.0005442921397
518	0.0005442808995
519	0.0005442735609
520	0.0005442390072
521	0.0005442780403
522	0.0005442911416
523	0.0005442779489
524	0.0005442012848
525	0.0005442612032
526	0.0005442506741
527	0.0005442485873
528	0.0005442684936
529	0.0005442318138
530	0.0005442389099
531	0.0005442205075
532	0.0005442900258
533	0.0005442254633
534	0.0005442467505
535	0.0005442498605
536	0.0005442792535
537	0.0005442345737
538	0.0005442354289
539	0.0005442554869
540	0.0005442372509
541	0.0005442173522
542	0.0005441903918
543	0.0005442278707
544	0.0005442526787
545	0.0005442213504
546	0.0005442235963
547	0.0005442095321
548	0.0005442591175
549	0.0005442028251
550	0.0005441728396
551	0.000544219586
552	0.0005442114346
553	0.0005441845442
554	0.0005441725215
555	0.0005441803059
556	0.0005442099799
557	0.0005441985116
558	0.0005442085611
559	0.0005442190831
560	0.0005442252994
561	0.0005441765525
562	0.0005441613142
563	0.0005442425226
564	0.0005441803448
565	0.0005441740174
566	0.0005441725659
567	0.0005442003752
568	0.0005441688663
569	0.0005441477874
570	0.0005441963045
571	0.0005441741263
572	0.0005441770548
573	0.0005442031489
574	0.0005441781476
575	0.0005441607461
576	0.0005441579923
577	0.0005441769382
578	0.0005441418749
579	0.000544159822
580	0.0005441649932
581	0.0005441343455
582	0.0005441827005
583	0.0005441573958
584	0.00054413202
585	0.0005441929764
586	0.0005441072884
587	0.0005441498198
588	0.0005441536148
589	0.0005441194097
590	0.0005441643931
591	0.0005441587283
592	0.0005441442482
593	0.0005441314511
594	0.0005441851907
595	0.0005441524287
596	0.000544160352
597	0.0005441403867
598	0.0005441550542
599	0.0005441317633
600	0.0005441431489
601	0.000544139215
602	0.0005441618288
603	0.0005441282326
604	0.0005441263855
605	0.0005441554934
606	0.0005441479727
607	0.0005441128839
608	0.0005441330762
609	0.00054416534
610	0.0005441223057
611	0.0005441215782
612	0.0005441224159
613	0.0005441038274
614	0.0005441116364
615	0.0005441436311
616	0.0005441007921
617	0.000544110764
618	0.0005441002394
619	0.0005441166786
620	0.0005440744349
621	0.0005440841377
622	0.0005441604778
623	0.0005441087393
624	0.0005440993708
625	0.0005440578369
626	0.0005441076918
627	0.000544076269
628	0.0005440607425
629	0.0005441021266
630	0.0005440981026
631	0.0005440893177
632	0.0005440699257
633	0.0005440686169
634	0.0005440896544
635	0.0005440600496
636	0.0005440784271
637	0.0005440625338
638	0.0005440778179
639	0.000544048325
640	0.0005440471765
641	0.000544081515
642	0.0005440744888
643	0.0005440201567
644	0.0005440557254
645	0.0005439911183
646	0.0005440644159
647	0.0005440539895
648	0.0005440679582
649	0.0005440268939
650	0.0005440891699
651	0.0005440311578
652	0.0005439967444
653	0.0005440491162
654	0.0005440568782
655	0.0005440345844
656	0.0005440496916
657	0.0005440248358
658	0.0005440353492
659	0.0005440187894
660	0.0005440032291
661	0.0005440197908
662	0.0005440488486
663	0.0005440400438
664	0.000544021194
665	0.000544019509
666	0.0005440457526
667	0.000544037682
668	0.0005440173903
669	0.0005440057249
670	0.0005439897194
671	0.0005439886169
672	0.0005439889799
673	0.0005439796407
674	0.0005440160405
675	0.0005439568736
676	0.0005439647195
677	0.0005440076373
678	0.0005439856549
679	0.0005440148245
680	0.0005439984999
681	0.0005439779101
682	0.0005439926873
683	0.0005439809803
684	0.0005440087811
685	0.0005439699645
686	0.0005439508781
687	0.0005439872326
688	0.000544000056
689	0.0005439671147
690	0.0005439396598
691	0.0005439876264
692	0.0005439735314
693	0.0005439036638
694	0.0005439881421
695	0.0005439767245
696	0.0005439422964
697	0.0005439253778
698	0.0005439337212
699	0.0005440085462
700	0.0005439361937
701	0.0005439552591
702	0.0005439548259
703	0.0005439530131
704	0.0005439639583
705	0.0005439363554
706	0.0005439480677
707	0.0005439716067
708	0.0005439361134
709	0.0005439451116
710	0.0005438940436
711	0.0005439163316
712	0.0005439083761
713	0.0005439181831
714	0.0005439116912
715	0.0005439054462
716	0.0005439127087
717	0.0005438931827
718	0.0005439298302
719	0.0005438687051
720	0.00054392057
721	0.0005438889593
722	0.0005438954415
723	0.0005438854756
724	0.0005438869096
725	0.0005439214945
726	0.0005438945386
727	0.0005438439028
728	0.0005438955828
729	0.000543880902
730	0.0005439016777
731	0.0005439214558
732	0.000543868113
733	0.0005438833268
734	0.0005438860166
735	0.0005438989757
736	0.0005439070654
737	0.0005438738296
738	0.0005438651542
739	0.0005438503943
740	0.000543852273
741	0.0005438713857
742	0.0005438535015
743	0.0005438941975
744	0.0005438809933
745	0.0005438630591
746	0.0005438795211
747	0.0005438827609
748	0.0005438614651
749	0.000543852161
750	0.0005438322661
751	0.000543833365
752	0.0005438692574
753	0.0005438567599
754	0.0005438315589
755	0.0005438121346
756	0.0005438688946
757	0.0005438294621
758	0.0005438238711
759	0.000543844343
760	0.0005438448771
761	0.0005438512068
762	0.0005438302309
763	0.0005438270754
764	0.0005438541217
765	0.0005438552048
766	0.0005438042222
767	0.000543835454
768	0.0005438158698
769	0.0005438190579
770	0.0005438032845
771	0.0005438172867
772	0.0005438029093
773	0.0005437906818
774	0.0005437632205
775	0.0005438450094
776	0.0005438104925
777	0.0005437803667
778	0.0005437918036
779	0.0005437643021
780	0.0005437900358
781	0.0005437721082
782	0.0005438112474
783	0.0005437626871
784	0.0005437813098
785	0.000543813086
786	0.0005437916709
787	0.0005437543982
788	0.0005437713834
789	0.0005438054549
790	0.0005437472493
791	0.0005437735087
792	0.0005438050224
793	0.0005437346806
794	0.0005437458479
795	0.0005437806538
796	0.0005437647379
797	0.0005437712454
798	0.0005437070519
799	0.0005437360183
800	0.0005437779036
801	0.000543742016
802	0.0005437387886
803	0.0005437976899
804	0.0005437223115
805	0.0005437556692
806	0.0005437557437
807	0.0005437244652
808	0.0005437533434
809	0.0005436962875
810	0.0005437255913
811	0.0005437309161
812	0.0005437256696
813	0.0005437204203
814	0.0005437409587
815	0.0005437335073
816	0.0005437162736
817	0.0005436996595
818	0.0005437150921
819	0.0005436916922
820	0.0005436565019
821	0.0005436810138
822	0.0005437306389
823	0.0005436514172
824	0.0005437041046
825	0.0005437065058
826	0.0005436687065
827	0.0005437163614
828	0.0005436817285
829	0.0005436920303
830	0.0005436432929
831	0.000543640659
832	0.0005436439157
833	0.0005436378981
834	0.000543656445
835	0.0005436618476
836	0.0005436299518
837	0.0005436383222
838	0.0005436702324
839	0.0005436383757
840	0.0005436277817
841	0.0005436452162
842	0.0005435995887
843	0.0005436001655
844	0.0005436039225
845	0.0005436005512
846	0.0005436041328
847	0.0005436297809
848	0.0005435988824
849	0.0005435708377
850	0.0005435627923
851	0.0005435941954
852	0.0005435935865
853	0.0005435682714
854	0.0005435630465
855	0.0005435824048
856	0.0005435465123
857	0.0005435815743
858	0.0005435943276
859	0.0005435628807
860	0.0005436136238
861	0.0005435594542
862	0.0005435459993
863	0.0005435733116
864	0.0005435400346
865	0.0005435467922
866	0.0005435466246
867	0.000543497169
868	0.0005434739325
869	0.0005435086653
870	0.0005434776744
871	0.0005434783062
872	0.0005434731795
873	0.0005434929328
874	0.0005434553589
875	0.0005434363062
876	0.0005434455812
877	0.0005434578038
878	0.0005434512902
879	0.0005434167055
880	0.0005434170911
881	0.000543434253
882	0.0005433822049
883	0.0005434296979
884	0.0005434247538
885	0.0005434354933
886	0.0005434241787
887	0.0005434014333
888	0.0005434336901
889	0.0005434841641
890	0.0005434335445
891	0.0005434065436
892	0.0005434440758
893	0.0005434403103
894	0.0005433953885
895	0.0005434311402
896	0.0005433872582
897	0.0005433833809
898	0.0005434045135
899	0.0005433521658
900	0.0005433822026
901	0.0005433997916
902	0.0005434188807
903	0.0005434172785
904	0.0005433483203
905	0.0005434064196
906	0.0005433658935
907	0.0005433769737
908	0.0005433926438
909	0.0005433749634
910	0.0005433485351
911	0.0005433528097
912	0.0005433753066
913	0.0005433675503
914	0.0005433356949
915	0.000543355656
916	0.0005433432723
917	0.0005433355221
918	0.000543380565
919	0.0005433217781
920	0.0005433174127
921	0.000543342833
922	0.0005432873132
923	0.0005433444751
924	0.0005432950922
925	0.0005433221065
926	0.0005433411498
927	0.0005433457954
928	0.0005433747268
929	0.000543299803
930	0.0005432992713
931	0.0005432887544
932	0.0005433166123
933	0.0005433290924
934	0.0005432671357
935	0.0005432924603
936	0.0005433174208
937	0.0005433450171
938	0.0005432395007
939	0.0005433158585
940	0.0005433234248
941	0.0005432660586
942	0.0005433080665
943	0.0005432779145
944	0.000543296917
945	0.0005433071686
946	0.0005433001991
947	0.0005432789099
948	0.0005432865092
949	0.0005432634818
950	0.0005432353387
951	0.000543258687
952	0.0005433046398
953	0.0005432598826
954	0.0005432991534
955	0.0005432303186
956	0.0005432622393
957	0.0005432667561
958	0.0005433082125
959	0.0005432531679
960	0.0005432444619
961	0.0005432768332
962	0.0005432337822
963	0.0005432345347
964	0.0005432606146
965	0.0005432874169
966	0.0005432499678
967	0.0005432189763
968	0.0005432457876
969	0.0005432171671
970	0.000543268295
971	0.0005432556593
972	0.0005432047839
973	0.0005432399058
974	0.0005432445817
975	0.000543212722
976	0.0005431700996
977	0.0005432332068
978	0.000543182901
979	0.0005431946733
980	0.0005431907283
981	0.0005431867524
982	0.0005432309198
983	0.0005432119432
984	0.0005432006284
985	0.0005432002569
986	0.0005432143164
987	0.0005431922763
988	0.0005431368934
989	0.0005431709141
990	0.0005431948696
991	0.0005431703051
992	0.0005431847459
993	0.0005431589773
994	0.0005431418741
995	0.0005431711799
996	0.0005431861115
997	0.0005431480192
998	0.0005431161856
999	0.000543180794
